RK,NAME,TEAM,SALARY
405,"Kendrick Perkins, C",Oklahoma City Thunder,"$274,573"
406,"John Lucas III, PG",Detroit Pistons,"$269,189"
407,"Elijah Millsap, SG",Utah Jazz,"$241,731"
408,"Bernard James, C",Dallas Mavericks,"$236,886"
409,"Langston Galloway, SG",New York Knicks,"$235,762"
410,"Tyler Johnson, SG",Miami Heat,"$199,950"
RK,NAME,TEAM,SALARY
411,"Henry Walker, SF",Miami Heat,"$196,217"
412,"Michael Beasley, SF",Miami Heat,"$195,440"
413,"Quincy Miller, SF",Sacramento Kings,"$183,049"
414,"Earl Barron, C",Phoenix Suns,"$183,049"
415,"James Michael McAdoo, SF",Golden State Warriors,"$167,122"
416,"Jordan Hamilton, SG",Los Angeles Clippers,"$150,591"
417,"JaMychal Green, PF",Memphis Grizzlies,"$134,295"
418,"Elliot Williams, SG",Utah Jazz,"$107,676"
419,"Chris Johnson, SF",Utah Jazz,"$107,676"
420,"Toney Douglas, PG",New Orleans Pelicans,"$107,676"
RK,NAME,TEAM,SALARY
421,"Nate Robinson, PG",Los Angeles Clippers,"$107,676"
422,"Jorge Gutierrez, PG",Brooklyn Nets,"$96,056"
423,"Toure' Murry, SF",Washington Wizards,"$96,056"
424,"Bryce Cotton, PG",Utah Jazz,"$92,514"
425,"Jabari Brown, SG",Los Angeles Lakers,"$59,686"
426,"Jack Cooley, SF",Utah Jazz,"$59,686"
427,"Tim Frazier, PG",Portland Trail Blazers,"$59,686"
428,"Tyrus Thomas, PF",Memphis Grizzlies,"$53,838"
429,"A.J. Price, PG",Phoenix Suns,"$53,838"
430,"Austin Daye, SF",San Antonio Spurs,"$53,838"
RK,NAME,TEAM,SALARY
431,"Ricky Ledo, SG",New York Knicks,"$48,028"
432,"Seth Curry, SG",Phoenix Suns,"$48,028"
433,"Andre Dawkins, SG",Miami Heat,"$29,843"
434,"David Stockton, PG",Sacramento Kings,"$29,483"
