Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Line,O/U,DK,FD
15125,Rasual Butler,35-180,G-F,11/19/2014,WAS,,DAL,L,0,6,2,3,0.667,0,1,0.000,2,2,1.00,0,0,,0,2,2,0,1,0,0,2,6,5.5,2.5,204,11.50,10.40
16481,Nene Hilario,32-209,F-C,4/10/2015,WAS,@,BRK,L,1,19,3,9,0.333,3,9,0.333,0,0,,0,0,,1,1,2,2,0,0,0,1,6,2.9,5,198,11.50,11.40
16587,Ramon Sessions,28-352,G,3/29/2015,WAS,,HOU,L,0,9,2,3,0.667,2,2,1.000,0,1,0.00,2,2,1.00,0,0,0,1,2,0,0,0,6,7.4,2,204,11.50,11.50
17455,Martell Webster,28-051,G-F,1/24/2015,WAS,@,POR,L,0,19,1,5,0.200,0,1,0.000,1,4,0.25,2,2,1.00,0,2,2,1,1,0,0,0,5,4.2,-3.5,195,11.50,10.90
19909,Paul Pierce,37-073,F-G,12/25/2014,WAS,@,NYK,W,1,23,1,5,0.200,0,2,0.000,1,3,0.33,0,0,,0,4,4,2,0,0,0,2,3,1.7,-4.5,193.5,11.50,10.80
22830,Andre Miller,38-238,G,11/12/2014,WAS,,DET,W,0,11,0,0,,0,0,,0,0,,1,2,0.50,0,0,0,7,0,0,0,2,1,4.7,-6,192,11.50,11.50
24434,Kris Humphries,29-363,F,2/4/2015,WAS,@,ATL,L,0,19,0,4,0.000,0,4,0.000,0,0,,0,0,,0,6,6,0,1,1,0,1,0,0.3,5.5,196,11.50,11.20
12267,Pero Antic,32-249,F,4/4/2015,ATL,,BRK,W,0,15,3,5,0.600,1,2,0.500,2,3,0.67,1,1,1.00,1,0,1,0,0,0,0,1,9,7,-10,206,11.25,10.20
14304,Pero Antic,32-185,F,1/30/2015,ATL,,POR,W,0,12,2,8,0.250,1,4,0.250,1,4,0.25,2,3,0.67,3,0,3,0,0,0,0,1,7,3.5,-5,203.5,11.25,10.60
14951,Pero Antic,32-095,F,11/1/2014,ATL,,IND,W,0,20,2,4,0.500,1,1,1.000,1,3,0.33,2,3,0.67,0,1,1,2,0,0,1,3,7,4.1,-10.5,193,11.25,10.20
14973,Pero Antic,32-099,F,11/5/2014,ATL,@,SAS,L,0,16,3,7,0.429,2,4,0.500,1,3,0.33,0,0,,0,3,3,0,0,0,0,2,7,3.4,8,201.5,11.25,10.60
16941,Pero Antic,32-146,F,12/22/2014,ATL,@,DAL,W,0,16,2,4,0.500,1,3,0.333,1,1,1.00,0,0,,1,2,3,1,0,1,3,2,5,1.9,4,207.5,11.25,9.10
19372,Shelvin Mack,24-350,G,4/7/2015,ATL,,PHO,W,0,14,2,5,0.400,2,4,0.500,0,1,0.00,0,0,,0,1,1,4,0,0,0,0,4,4.4,-7,200.5,11.25,11.20
20310,Kent Bazemore,25-214,G,1/31/2015,ATL,,PHI,W,1,30,1,6,0.167,1,3,0.333,0,3,0.00,1,4,0.25,1,2,3,2,0,1,1,4,3,-1.2,-16,192.5,11.25,10.60
20545,Pero Antic,32-260,F,4/15/2015,ATL,@,CHI,L,0,16,1,5,0.200,0,1,0.000,1,4,0.25,0,0,,1,4,5,0,0,1,1,3,3,0.3,5.5,198,11.25,10.00
20667,Austin Daye,26-299,F,3/31/2015,ATL,@,DET,L,0,7,1,1,1.000,0,0,,1,1,1.00,0,0,,0,1,1,2,2,0,1,1,3,5,-2,199,11.25,10.20
23012,Kent Bazemore,25-245,G,3/3/2015,ATL,,HOU,W,0,20,0,5,0.000,0,2,0.000,0,3,0.00,1,2,0.50,0,9,9,0,0,0,2,1,1,-2.6,-8.5,199,11.25,9.80
12051,James Young,19-199,G-F,3/3/2015,BOS,@,CLE,L,0,17,2,5,0.400,0,0,,2,5,0.40,3,3,1.00,0,1,1,0,0,0,0,0,9,6.6,11,210.5,11.25,10.20
12863,Tyler Zeller,25-039,F-C,2/25/2015,BOS,,NYK,W,1,17,4,7,0.571,4,7,0.571,0,0,,0,0,,1,2,3,0,0,0,1,4,8,3.4,-10.5,197.5,11.25,10.60
15860,Jae Crowder,24-229,F,2/20/2015,BOS,@,SAC,L,0,22,3,11,0.273,3,10,0.300,0,1,0.00,0,0,,4,1,5,0,0,0,2,3,6,-0.6,4,202.5,11.25,10.00
16045,Phil Pressey,23-340,G,1/23/2015,BOS,@,DEN,W,0,16,1,4,0.250,0,1,0.000,1,3,0.33,3,4,0.75,0,1,1,3,0,0,2,1,6,3.2,6.5,203,11.25,9.70
16051,Gerald Wallace,32-186,F,1/25/2015,BOS,@,GSW,L,0,12,3,3,1.000,3,3,1.000,0,0,,0,0,,1,2,3,0,1,0,1,1,6,6,18,213,11.25,10.60
17133,Kelly Olynyk,23-278,F,1/22/2015,BOS,@,POR,W,0,20,2,6,0.333,1,3,0.333,1,3,0.33,0,0,,1,2,3,0,0,2,4,4,5,-1.3,7,203.5,11.25,8.60
17558,Phil Pressey,24-022,G,3/11/2015,BOS,,MEM,W,0,18,1,4,0.250,0,0,,1,4,0.25,2,4,0.50,0,1,1,2,1,0,1,0,5,3.5,6.5,188.5,11.25,10.20
19758,Kelly Olynyk,23-225,F,11/30/2014,BOS,,SAS,L,0,25,1,6,0.167,0,4,0.000,1,2,0.50,0,0,,0,3,3,2,0,1,2,4,3,-1.4,7.5,204.5,11.25,9.60
16354,Joe Johnson,33-262,G,3/18/2015,BRK,@,CLE,L,1,27,3,9,0.333,3,7,0.429,0,2,0.00,0,0,,0,3,3,1,0,0,0,2,6,1.7,12,207.5,11.25,11.10
17166,Cory Jefferson,24-033,F,1/28/2015,BRK,@,ATL,L,0,15,2,4,0.500,2,4,0.500,0,0,,1,2,0.50,2,3,5,0,0,0,0,1,5,4.5,14,192,11.25,11.00
17318,Jerome Jordan,28-054,C,11/22/2014,BRK,@,SAS,L,0,13,2,3,0.667,2,3,0.667,0,0,,1,1,1.00,0,5,5,0,0,0,0,0,5,5.2,10,194,11.25,11.00
19597,Mason Plumlee,25-041,F,4/15/2015,BRK,,ORL,W,0,20,2,3,0.667,2,3,0.667,0,0,,0,1,0.00,1,4,5,1,0,0,1,2,4,3.1,-9,203,11.25,10.50
22833,Mason Plumlee,24-255,F,11/15/2014,BRK,@,POR,L,0,18,0,4,0.000,0,4,0.000,0,0,,1,2,0.50,1,4,5,0,2,0,0,3,1,0.5,2.5,204.5,11.25,11.00
19804,Aaron Brooks,29-326,G,12/6/2014,CHI,,GSW,L,0,10,1,7,0.143,0,5,0.000,1,2,0.50,0,0,,1,0,1,3,1,0,0,2,3,1.5,2.5,204,11.25,10.70
19892,Mike Dunleavy,34-098,F-G,12/22/2014,CHI,,TOR,W,1,23,1,4,0.250,0,3,0.000,1,1,1.00,0,0,,0,1,1,2,0,2,1,2,3,1.9,-4,200.5,11.25,10.20
21660,Tony Snell,23-081,G,1/30/2015,CHI,@,PHO,L,1,20,1,2,0.500,1,2,0.500,0,0,,0,0,,0,5,5,1,1,0,1,2,2,2.4,7,212.5,11.25,10.50
25943,Mike Dunleavy,34-044,F-G,10/29/2014,CHI,@,NYK,W,1,31,0,5,0.000,0,1,0.000,0,4,0.00,0,0,,0,3,3,4,1,0,1,1,0,-0.2,-4.5,184,11.25,10.60
13337,Marvin Williams,28-151,F,11/17/2014,CHO,,DAL,L,1,19,3,6,0.500,1,3,0.333,2,3,0.67,0,0,,0,1,1,1,0,0,1,3,8,3.8,4,199,11.25,9.70
17031,Brian Roberts,29-036,G,1/8/2015,CHO,@,TOR,W,0,17,2,5,0.400,2,3,0.667,0,2,0.00,1,2,0.50,0,1,1,2,1,0,0,0,5,4.6,12.5,197,11.25,11.20
17228,Jason Maxiell,31-354,F,2/7/2015,CHO,@,PHI,L,0,11,1,3,0.333,1,3,0.333,0,0,,3,3,1.00,3,2,5,0,0,0,0,5,5,4,-8,183.5,11.25,11.00
17764,Jeffery Taylor,25-311,F,3/30/2015,CHO,,BOS,L,1,26,2,6,0.333,1,4,0.250,1,2,0.50,0,0,,1,4,5,0,0,0,1,3,5,1.3,-3,196,11.25,10.00
18785,Gerald Henderson,27-075,G,2/22/2015,CHO,@,DAL,L,1,26,1,6,0.167,1,5,0.200,0,1,0.00,2,2,1.00,0,3,3,2,1,0,3,2,4,-0.3,9.5,197,11.25,9.60
19986,Bismack Biyombo,22-132,C,1/7/2015,CHO,,NOP,W,1,28,1,1,1.000,1,1,1.000,0,0,,1,2,0.50,2,5,7,0,0,0,1,5,3,2.2,4.5,191,11.25,10.40
12039,James Jones,34-148,F,3/1/2015,CLE,@,HOU,L,0,15,3,6,0.500,0,0,,3,6,0.50,0,0,,0,1,1,0,0,0,1,2,9,4.5,-1,206.5,11.25,9.20
13155,Matthew Dellavedova,24-167,G,2/22/2015,CLE,@,NYK,W,0,21,3,7,0.429,1,2,0.500,2,5,0.40,0,0,,0,1,1,1,0,0,1,1,8,3.9,-16.5,197.5,11.25,9.70
20707,Tristan Thompson,24-009,F,3/22/2015,CLE,@,MIL,W,0,24,1,5,0.200,1,5,0.200,0,0,,1,6,0.17,1,4,5,0,1,0,0,1,3,0.4,-7.5,196,11.25,11.00
13163,J.J. Barea,30-241,G,2/22/2015,DAL,,CHO,W,0,11,3,5,0.600,3,4,0.750,0,1,0.00,2,2,1.00,0,1,1,2,0,0,2,0,8,5.4,-9.5,197,11.25,10.20
15004,Brandan Wright,27-032,F,11/6/2014,DAL,@,POR,L,0,12,3,5,0.600,3,5,0.600,0,0,,0,0,,2,1,3,1,0,0,0,1,6,5.7,2,209.5,11.25,11.10
16075,Amar'e Stoudemire,32-100,F-C,2/24/2015,DAL,,TOR,W,0,17,2,3,0.667,2,3,0.667,0,0,,2,3,0.67,0,3,3,0,1,0,1,2,6,4.4,-4.5,203.5,11.25,10.60
17125,Al-Farouq Aminu,24-122,F,1/21/2015,DAL,@,MIN,W,0,15,2,6,0.333,1,4,0.250,1,2,0.50,0,0,,4,1,5,0,0,0,1,0,5,3.7,-9.5,214,11.25,10.00
18051,J.J. Barea,30-151,G,11/24/2014,DAL,,IND,L,0,11,2,5,0.400,2,5,0.400,0,0,,0,2,0.00,0,1,1,4,0,0,0,2,4,2.8,-14,197.5,11.25,11.20
21601,Al-Farouq Aminu,24-126,F,1/25/2015,DAL,@,NOP,L,0,15,0,1,0.000,0,1,0.000,0,0,,2,2,1.00,0,3,3,1,0,2,0,2,2,3.5,-3.5,199,11.25,11.10
13008,Danilo Gallinari,26-174,F,1/29/2015,DEN,@,MEM,L,0,14,3,7,0.429,2,4,0.500,1,3,0.33,1,1,1.00,1,2,3,0,0,0,2,0,8,3.6,9.5,197,11.25,9.60
15942,Darrell Arthur,26-248,F,11/28/2014,DEN,,PHO,W,0,19,3,5,0.600,3,4,0.750,0,1,0.00,0,0,,1,2,3,0,1,0,1,3,6,3.8,-2,215.5,11.25,10.60
16428,Joffrey Lauvergne,23-194,F-C,4/12/2015,DEN,,SAC,W,0,7,3,4,0.750,3,4,0.750,0,0,,0,0,,1,2,3,1,0,0,0,4,6,4.8,-9,218.5,11.25,11.10
25063,Jameer Nelson,33-016,G,2/25/2015,DEN,,PHO,L,0,13,0,3,0.000,0,2,0.000,0,1,0.00,0,2,0.00,1,0,1,4,2,0,0,0,0,2.6,6,214,11.25,11.20
13059,Kyle Singler,26-276,F,2/4/2015,DET,@,IND,L,1,28,3,9,0.333,1,5,0.200,2,4,0.50,0,0,,0,1,1,1,0,0,1,0,8,2.9,4.5,193,11.25,9.70
13890,Kyle Singler,26-197,F,11/17/2014,DET,,ORL,L,0,19,2,4,0.500,1,2,0.500,1,2,0.50,2,2,1.00,0,3,3,0,0,0,0,0,7,5.9,-4.5,193,11.25,10.60
18259,Greg Monroe,24-196,F-C,12/17/2014,DET,,DAL,L,0,21,1,5,0.200,1,5,0.200,0,0,,2,2,1.00,2,3,5,1,0,0,1,3,4,1.7,7,204.5,11.25,10.50
21622,Spencer Dinwiddie,21-296,G,1/27/2015,DET,,CLE,L,0,12,1,3,0.333,1,2,0.500,0,1,0.00,0,0,,0,3,3,3,0,1,2,0,2,2,8.5,209.5,11.25,10.10
16033,Leandro Barbosa,32-049,G,1/16/2015,GSW,@,OKC,L,0,20,1,7,0.143,1,6,0.167,0,1,0.00,4,4,1.00,1,2,3,1,0,0,0,1,6,3.1,-1,217,11.25,11.10
17266,Leandro Barbosa,32-084,G,2/20/2015,GSW,,SAS,W,0,13,2,5,0.400,1,3,0.333,1,2,0.50,0,0,,0,1,1,3,0,0,0,2,5,3.9,-7.5,212.5,11.25,10.70
18075,Shaun Livingston,29-078,G,11/28/2014,GSW,@,CHO,W,0,14,2,5,0.400,2,5,0.400,0,0,,0,0,,0,1,1,4,0,0,0,3,4,3.2,-8.5,201,11.25,11.20
19566,Festus Ezeli,25-154,C,3/24/2015,GSW,@,POR,W,0,11,2,3,0.667,2,3,0.667,0,0,,0,0,,1,2,3,1,0,1,0,3,4,4.2,-7,204.5,11.25,11.10
21386,Harrison Barnes,22-217,F,1/2/2015,GSW,,TOR,W,1,24,0,3,0.000,0,2,0.000,0,1,0.00,2,2,1.00,1,4,5,2,0,0,0,1,2,2.8,-4.5,216.5,11.25,11.00
24325,Andre Iguodala,30-364,G-F,1/27/2015,GSW,,CHI,L,0,27,0,4,0.000,0,1,0.000,0,3,0.00,0,2,0.00,0,1,1,3,3,0,1,0,0,0.8,-11,213.5,11.25,10.70
24509,Shaun Livingston,29-151,G,2/9/2015,GSW,@,PHI,W,0,16,0,2,0.000,0,2,0.000,0,0,,0,0,,0,3,3,3,2,0,2,1,0,1.2,-15.5,205.5,11.25,10.10
12426,Troy Daniels,23-114,G,11/6/2014,HOU,,SAS,W,0,13,3,7,0.429,1,1,1.000,2,6,0.33,0,0,,0,1,1,1,0,0,1,1,8,3.9,-6.5,196.5,11.25,9.70
17806,Jason Terry,37-187,G,3/21/2015,HOU,,PHO,L,0,21,2,5,0.400,1,1,1.000,1,4,0.25,0,0,,0,1,1,2,0,1,1,2,5,2.9,-7.5,207,11.25,10.20
18199,Tarik Black,23-019,F,12/11/2014,HOU,@,SAC,W,1,16,2,5,0.400,2,5,0.400,0,0,,0,0,,1,4,5,1,0,0,1,4,4,1.3,-1,198,11.25,10.50
15016,Ian Mahinmi,27-364,C,11/4/2014,IND,,MIL,L,0,8,2,2,1.000,2,2,1.000,0,0,,2,3,0.67,3,0,3,0,0,1,1,2,6,6,-4,193,11.25,10.60
17448,Ian Mahinmi,28-111,C,2/24/2015,IND,@,OKC,L,0,16,2,3,0.667,2,3,0.667,0,0,,1,2,0.50,1,4,5,0,0,0,0,3,5,4,7.5,205,11.25,11.00
17926,Lavoy Allen,25-277,F,11/8/2014,IND,,WAS,L,0,12,2,5,0.400,2,5,0.400,0,0,,0,0,,2,1,3,1,0,1,0,5,4,2.4,3.5,183.5,11.25,11.10
19671,Shayne Whittington,23-232,F-C,11/14/2014,IND,,DEN,L,0,12,1,3,0.333,0,2,0.000,1,1,1.00,0,0,,0,5,5,0,0,1,1,1,3,2.1,-2.5,198.5,11.25,10.00
21486,Lavoy Allen,25-343,F,1/13/2015,IND,,MIN,L,0,16,1,6,0.167,1,6,0.167,0,0,,0,4,0.00,1,2,3,1,2,0,0,0,2,0.6,-11,195.5,11.25,11.10
21564,Donald Sloan,27-006,G,1/21/2015,IND,@,ATL,L,0,17,0,2,0.000,0,0,,0,2,0.00,2,2,1.00,0,3,3,5,0,0,4,3,2,-0.2,10.5,192.5,11.25,9.10
22037,Solomon Hill,23-313,F,1/25/2015,IND,@,ORL,W,1,30,1,4,0.250,1,3,0.333,0,1,0.00,0,0,,0,3,3,3,1,0,2,2,2,0.8,-1.5,204,11.25,10.10
22425,Ian Mahinmi,28-133,C,3/18/2015,IND,@,CHI,L,0,15,1,3,0.333,1,3,0.333,0,0,,0,0,,0,5,5,0,0,2,2,1,2,0.8,1,189.5,11.25,10.00
22691,Solomon Hill,24-011,F,3/29/2015,IND,,DAL,W,1,14,1,2,0.500,1,2,0.500,0,0,,0,0,,0,1,1,6,0,0,2,4,2,1.9,-2,197,11.25,10.20
15780,C.J. Wilcox,24-037,G,2/5/2015,LAC,@,CLE,L,0,17,2,6,0.333,1,1,1.000,1,5,0.20,1,1,1.00,0,1,1,1,1,0,0,1,6,4.2,4.5,207,11.25,10.70
16300,Austin Rivers,22-222,G,3/11/2015,LAC,@,OKC,W,0,21,3,8,0.375,3,6,0.500,0,2,0.00,0,0,,0,3,3,1,0,0,0,4,6,1.6,6.5,210,11.25,11.10
17541,Nate Robinson,30-281,G,3/8/2015,LAC,@,GSW,L,0,20,1,6,0.167,0,4,0.000,1,2,0.50,2,2,1.00,0,1,1,3,0,0,0,1,5,3.2,9,213,11.25,10.70
18520,Spencer Hawes,26-264,C,1/17/2015,LAC,@,SAC,W,0,17,2,5,0.400,2,5,0.400,0,0,,0,0,,1,2,3,1,0,1,0,2,4,3.2,-10,208.5,11.25,11.10
11653,Carlos Boozer,33-056,F-C,1/15/2015,LAL,,CLE,L,0,23,4,6,0.667,4,6,0.667,0,0,,1,2,0.50,1,0,1,1,0,0,1,1,9,6,6,207,11.25,10.70
16691,Wesley Johnson,27-121,F,11/9/2014,LAL,,CHO,W,1,35,2,6,0.333,1,4,0.250,1,2,0.50,0,0,,0,3,3,0,1,0,0,1,5,3.1,2.5,202.5,11.25,10.60
18892,Robert Sacre,25-191,C,12/14/2014,LAL,@,MIN,W,0,19,2,3,0.667,2,3,0.667,0,0,,0,0,,1,4,5,1,0,0,1,4,4,2.7,-4,212,11.25,10.50
19977,Robert Sacre,25-213,C,1/5/2015,LAL,@,POR,L,0,14,1,2,0.500,1,2,0.500,0,0,,1,1,1.00,2,3,5,0,1,0,0,2,3,4.5,12.5,209,11.25,11.00
20217,Ronnie Price,31-136,G,11/4/2014,LAL,,PHO,L,0,21,1,4,0.250,0,0,,1,4,0.25,0,0,,0,1,1,3,1,0,0,4,3,2.4,6,212.5,11.25,10.70
21799,Carlos Boozer,33-083,F-C,2/11/2015,LAL,@,POR,L,0,21,1,11,0.091,1,11,0.091,0,0,,0,0,,2,3,5,1,1,0,1,3,2,-3.5,13.5,196,11.25,10.50
21926,Carlos Boozer,33-015,F-C,12/5/2014,LAL,@,BOS,L,1,18,1,6,0.167,1,6,0.167,0,0,,0,0,,0,7,7,1,0,0,2,3,2,-2.2,3,219,11.25,9.90
12484,Jon Leuer,25-183,F,11/13/2014,MEM,,SAC,W,0,14,3,4,0.750,3,4,0.750,0,0,,2,4,0.50,1,2,3,0,0,0,1,2,8,5.1,-5.5,189,11.25,10.60
12502,Beno Udrih,32-133,G,11/15/2014,MEM,,DET,W,0,19,3,5,0.600,3,4,0.750,0,1,0.00,2,2,1.00,0,1,1,1,1,0,3,2,8,3.9,-9.5,186,11.25,9.70
12741,Tayshaun Prince,34-294,F,12/19/2014,MEM,,CHI,L,1,24,3,8,0.375,3,8,0.375,0,0,,2,2,1.00,1,0,1,0,0,1,0,1,8,4.6,-6,191.5,11.25,11.20
13112,Mike Conley,27-123,G,2/11/2015,MEM,@,OKC,L,1,18,2,7,0.286,2,4,0.500,0,3,0.00,4,4,1.00,0,1,1,0,1,0,0,2,8,4.4,4.5,200.5,11.25,11.20
14565,Nick Calathes,25-338,G,1/11/2015,MEM,,PHO,W,0,16,3,7,0.429,2,5,0.400,1,2,0.50,0,0,,0,1,1,1,1,0,2,3,7,2.1,-3.5,209,11.25,9.70
16172,Beno Udrih,32-237,G,2/27/2015,MEM,,LAC,L,0,24,3,7,0.429,3,6,0.500,0,1,0.00,0,0,,0,1,1,2,1,0,2,2,6,2.2,-4.5,198.5,11.25,10.20
16680,Beno Udrih,32-125,G,11/7/2014,MEM,@,OKC,W,0,13,2,5,0.400,1,2,0.500,1,3,0.33,0,0,,0,1,1,3,0,0,0,1,5,4.3,-7,181.5,11.25,10.70
19587,Kosta Koufos,26-025,C,3/21/2015,MEM,,POR,W,0,19,2,5,0.400,2,5,0.400,0,0,,0,0,,1,4,5,0,1,0,2,2,4,1.4,-3,192.5,11.25,10.00
19703,Jordan Adams,20-134,G,11/19/2014,MEM,@,TOR,L,0,17,1,2,0.500,0,0,,1,2,0.50,0,0,,0,1,1,2,2,0,1,3,3,3.5,6,192.5,11.25,10.20
21241,Jon Leuer,25-217,F,12/17/2014,MEM,@,SAS,W,0,14,1,4,0.250,1,3,0.333,0,1,0.00,0,0,,1,2,3,1,1,1,0,2,2,2.5,3,191.5,11.25,11.10
15866,Luol Deng,29-311,F,2/21/2015,MIA,,NOP,L,1,31,2,7,0.286,2,6,0.333,0,1,0.00,2,2,1.00,1,2,3,1,0,1,4,2,6,-0.2,-2,194.5,11.25,9.10
19971,Mario Chalmers,28-230,G,1/4/2015,MIA,,BRK,W,1,28,1,5,0.200,0,3,0.000,1,2,0.50,0,0,,1,2,3,1,1,1,3,3,3,-0.6,2.5,195,11.25,9.10
20002,Danny Granger,31-263,F,1/8/2015,MIA,@,POR,L,0,22,1,4,0.250,1,2,0.500,0,2,0.00,1,1,1.00,2,3,5,0,1,0,0,1,3,3.5,8.5,196,11.25,11.00
18667,Nate Wolters,23-230,G,12/31/2014,MIL,@,CLE,W,0,16,2,3,0.667,2,3,0.667,0,0,,0,0,,1,2,3,1,1,0,0,0,4,5.7,-1,201,11.25,11.10
18678,Kenyon Martin,37-034,F,2/2/2015,MIL,@,TOR,W,0,19,2,4,0.500,2,4,0.500,0,0,,0,0,,1,2,3,0,1,1,1,1,4,3.6,6,203,11.25,10.60
20867,Ersan Ilyasova,27-180,F,11/11/2014,MIL,,OKC,W,1,23,0,2,0.000,0,1,0.000,0,1,0.00,2,2,1.00,1,4,5,1,1,0,1,4,2,1.6,-2.5,191,11.25,10.50
22095,Jared Dudley,29-132,F,11/19/2014,MIL,@,BRK,W,0,12,1,4,0.250,1,2,0.500,0,2,0.00,0,0,,3,2,5,2,0,0,0,0,2,3.7,6.5,198.5,11.25,11.00
12945,Troy Daniels,23-188,G,1/19/2015,MIN,@,CHO,L,0,15,3,5,0.600,1,1,1.000,2,4,0.50,0,0,,1,0,1,1,0,0,1,2,8,5.3,6,193,11.25,9.70
16986,Jeff Adrien,28-323,F,12/30/2014,MIN,@,UTA,L,0,14,1,3,0.333,1,3,0.333,0,0,,3,5,0.60,0,5,5,0,0,0,0,2,5,3.2,7,202.5,11.25,11.00
20340,Andrew Wiggins,19-278,G-F,11/28/2014,MIN,@,LAL,W,1,30,1,6,0.167,1,4,0.250,0,2,0.00,1,1,1.00,0,5,5,1,1,0,3,2,3,-1.4,5.5,213,11.25,9.50
24762,Robbie Hummel,25-275,F,12/8/2014,MIN,,GSW,L,0,15,0,3,0.000,0,2,0.000,0,1,0.00,0,0,,4,1,5,1,1,1,1,0,0,2.4,14.5,213,11.25,10.50
13151,Alexis Ajinca,26-291,C,2/21/2015,NOP,@,MIA,W,0,11,3,4,0.750,3,4,0.750,0,0,,2,2,1.00,2,1,3,0,0,0,1,5,8,5.1,2,194.5,11.25,10.60
14240,Jimmer Fredette,25-327,G,1/18/2015,NOP,@,TOR,W,0,16,3,6,0.500,2,5,0.400,1,1,1.00,0,1,0.00,0,1,1,2,0,0,1,0,7,4.3,11,205.5,11.25,10.20
15775,Alexis Ajinca,26-274,C,2/4/2015,NOP,,OKC,L,0,9,3,4,0.750,3,4,0.750,0,0,,0,0,,1,2,3,0,0,1,1,1,6,5,-4,192.5,11.25,10.60
16283,Alexis Ajinca,26-307,C,3/9/2015,NOP,@,MIL,W,0,18,3,8,0.375,3,8,0.375,0,0,,0,0,,1,2,3,0,1,0,1,3,6,1.7,-1.5,186.5,11.25,10.60
16508,Alexis Ajinca,26-330,C,4/1/2015,NOP,@,LAL,W,0,14,2,6,0.333,2,6,0.333,0,0,,2,2,1.00,1,2,3,1,0,0,0,1,6,4.2,-9.5,196.5,11.25,11.10
16809,Alexis Ajinca,26-196,C,11/18/2014,NOP,@,SAC,W,1,20,2,2,1.000,2,2,1.000,0,0,,1,2,0.50,1,4,5,0,0,0,0,4,5,4.3,3,204,11.25,11.00
16835,Luke Babbitt,25-167,F,12/4/2014,NOP,@,GSW,L,1,19,2,3,0.667,1,1,1.000,1,2,0.50,0,0,,0,3,3,0,1,0,0,1,5,5.2,9.5,206.5,11.25,10.60
17670,Dante Cunningham,27-350,F,4/7/2015,NOP,,GSW,W,0,18,2,3,0.667,2,3,0.667,0,0,,1,2,0.50,0,5,5,0,0,0,0,1,5,4.4,4.5,206.5,11.25,11.00
18108,Eric Gordon,25-314,G,11/4/2014,NOP,,CHO,W,1,28,0,6,0.000,0,3,0.000,0,3,0.00,4,4,1.00,0,1,1,2,2,0,2,3,4,0.3,-4,190,11.25,10.20
20553,Quincy Pondexter,27-031,G-F,4/10/2015,NOP,,PHO,W,1,27,1,7,0.143,0,2,0.000,1,5,0.20,0,0,,1,4,5,1,0,0,0,0,3,1.1,-9,194,11.25,10.50
22211,Omer Asik,28-241,C,3/2/2015,NOP,@,DAL,L,1,28,1,3,0.333,1,3,0.333,0,0,,0,0,,2,5,7,0,1,0,3,1,2,0.8,8,197,11.25,9.40
11844,Lou Amundson,32-075,F,2/20/2015,NYK,,MIA,L,1,11,4,6,0.667,4,6,0.667,0,0,,1,1,1.00,1,0,1,1,0,0,1,4,9,5.2,7,181.5,11.25,10.70
14612,Tim Hardaway,22-352,G,3/3/2015,NYK,,SAC,L,1,16,2,7,0.286,0,2,0.000,2,5,0.40,1,2,0.50,0,1,1,2,0,0,2,3,7,1,4.5,202,11.25,9.20
14705,Travis Wear,24-175,F,3/15/2015,NYK,@,PHO,L,0,22,3,7,0.429,2,6,0.333,1,1,1.00,0,0,,0,3,3,0,0,0,0,0,7,4.2,11.5,196,11.25,10.60
14857,Ricky Ledo,22-198,G,3/27/2015,NYK,,BOS,L,0,20,3,7,0.429,2,5,0.400,1,2,0.50,0,0,,1,2,3,1,0,0,3,2,7,1.5,10.5,194,11.25,9.10
16257,Quincy Acy,24-152,F,3/7/2015,NYK,,IND,L,0,20,2,6,0.333,2,5,0.400,0,1,0.00,2,2,1.00,1,2,3,1,0,0,0,0,6,4.6,9,188,11.25,11.10
16370,Lance Thomas,26-329,F,3/19/2015,NYK,,MIN,L,1,31,3,10,0.300,3,9,0.333,0,1,0.00,0,0,,2,1,3,0,0,1,1,2,6,0.8,-2,196.5,11.25,10.60
18169,Jose Calderon,33-070,G,12/7/2014,NYK,,POR,L,1,24,2,7,0.286,2,5,0.400,0,2,0.00,0,0,,0,1,1,3,1,0,1,2,4,1.5,6.5,195.5,11.25,10.70
18537,Shane Larkin,22-109,G,1/19/2015,NYK,,NOP,W,0,15,2,5,0.400,2,5,0.400,0,0,,0,0,,0,1,1,4,0,0,0,0,4,4.4,7.5,193.5,11.25,11.20
13696,Dion Waiters,23-114,G,4/3/2015,OKC,@,MEM,L,1,36,3,11,0.273,3,9,0.333,0,2,0.00,2,2,1.00,0,1,1,2,0,0,2,0,8,1.2,5.5,204.5,11.25,10.20
14085,Anthony Morrow,29-085,G,12/21/2014,OKC,,NOP,L,0,20,3,6,0.500,2,4,0.500,1,2,0.50,0,0,,0,3,3,0,0,0,0,1,7,4.5,-7,201,11.25,10.60
15308,Jeremy Lamb,22-193,G-F,12/9/2014,OKC,,MIL,W,0,16,2,7,0.286,2,5,0.400,0,2,0.00,2,2,1.00,1,2,3,1,0,0,0,2,6,3.1,-10,201,11.25,11.10
16230,Dion Waiters,23-085,G,3/5/2015,OKC,@,CHI,L,0,26,3,10,0.300,3,8,0.375,0,2,0.00,0,0,,0,1,1,3,0,0,1,0,6,1.6,-1,199,11.25,10.70
