Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Line,O/U,DK,FD
6298,Thaddeus Young,26-214,F,1/21/2015,MIN,,DAL,L,1,32,7,17,0.412,7,16,0.438,0,1,0.00,0,0,,5,6,11,6,0,0,0,1,14,14,9.5,214,38.25,36.20
6657,Alexey Shved,26-086,G,3/12/2015,NYK,@,LAL,W,1,33,5,13,0.385,4,8,0.500,1,5,0.20,3,4,0.75,1,10,11,6,0,0,1,2,14,12.6,7,191.5,38.25,35.20
6983,Serge Ibaka,25-080,F,12/7/2014,OKC,@,DET,W,1,33,6,13,0.462,6,11,0.545,0,2,0.00,1,1,1.00,6,7,13,0,0,4,1,3,13,13.2,-10,194,38.25,35.60
1797,Victor Oladipo,22-274,G,2/2/2015,ORL,@,OKC,L,1,34,7,14,0.500,5,10,0.500,2,4,0.50,6,6,1.00,1,6,7,4,1,0,3,3,22,17.1,10.5,207,38.25,35.40
3477,Nikola Vucevic,24-054,C,12/17/2014,ORL,@,BOS,L,1,31,9,19,0.474,9,19,0.474,0,0,,0,0,,6,7,13,2,0,0,1,2,18,14.2,3.5,200,38.25,35.60
3157,Ish Smith,26-240,G,3/2/2015,PHI,,TOR,L,0,27,8,13,0.615,7,11,0.636,1,2,0.50,2,3,0.67,0,5,5,9,0,0,2,1,19,18.1,9.5,191.5,38.25,36.50
10889,Nerlens Noel,20-330,F-C,3/6/2015,PHI,,UTA,L,1,37,5,12,0.417,5,12,0.417,0,0,,0,0,,5,6,11,1,6,0,1,5,10,12.6,7.5,186.5,38.25,35.70
705,Isaiah Thomas,25-348,G,1/21/2015,PHO,,POR,W,0,28,11,16,0.688,8,10,0.800,3,6,0.50,2,3,0.67,1,2,3,4,0,0,0,2,27,23.1,-7.5,211.5,38.25,36.60
2115,Goran Dragic,28-255,G,1/16/2015,PHO,,MIN,W,1,34,10,17,0.588,9,15,0.600,1,2,0.50,0,0,,3,2,5,8,0,0,3,2,21,17.6,-13.5,216.5,38.25,36.00
2979,Eric Bledsoe,25-031,G,1/9/2015,PHO,@,SAS,L,1,39,7,11,0.636,4,8,0.500,3,3,1.00,2,4,0.50,1,4,5,9,0,0,4,3,19,16.3,5,212,38.25,34.50
4698,P.J. Tucker,29-221,F,12/12/2014,PHO,,DET,L,1,33,5,11,0.455,3,7,0.429,2,4,0.50,4,5,0.80,3,6,9,3,3,0,1,2,16,17.1,-9.5,205,38.25,36.30
1670,LaMarcus Aldridge,29-121,F,11/17/2014,POR,,NOP,W,1,37,9,18,0.500,9,18,0.500,0,0,,4,4,1.00,2,7,9,2,1,0,0,0,22,18.9,-3.5,204,38.25,37.80
3995,Damian Lillard,24-138,G,11/30/2014,POR,,MIN,W,1,36,6,14,0.429,5,7,0.714,1,7,0.14,4,7,0.57,0,1,1,8,3,1,1,1,17,16.6,-14,212.5,38.25,37.20
2978,DeMarcus Cousins,24-141,C,1/1/2015,SAC,@,MIN,W,1,27,8,14,0.571,8,14,0.571,0,0,,3,3,1.00,2,5,7,4,1,2,3,6,19,15.1,-4.5,211.5,38.25,36.40
1254,Kawhi Leonard,23-216,F,1/31/2015,SAS,,LAC,L,1,34,8,18,0.444,4,10,0.400,4,8,0.50,4,5,0.80,1,4,5,0,3,0,0,3,24,17.9,-5,205,38.25,36.00
2181,Kawhi Leonard,23-169,F,12/15/2014,SAS,@,POR,L,1,33,7,18,0.389,7,18,0.389,0,0,,7,8,0.88,0,9,9,4,0,1,4,1,21,12.6,8.5,194.5,38.25,35.80
6845,Tim Duncan,38-186,F-C,10/28/2014,SAS,,DAL,W,1,30,5,10,0.500,5,10,0.500,0,0,,4,5,0.80,5,8,13,2,1,2,5,0,14,13.3,-3.5,203,38.25,33.60
1249,Gordon Hayward,24-288,F,1/5/2015,UTA,,IND,L,1,42,6,17,0.353,6,12,0.500,0,5,0.00,12,13,0.92,0,7,7,3,0,1,2,3,24,15.8,-1.5,185.5,38.25,36.90
1267,Gordon Hayward,24-350,F,3/8/2015,UTA,@,BRK,W,1,33,7,15,0.467,5,9,0.556,2,6,0.33,8,9,0.89,1,4,5,1,3,0,1,1,24,20.1,2,185.5,38.25,36.50
9487,Trey Burke,22-000,G,11/12/2014,UTA,@,ATL,L,1,35,5,15,0.333,4,10,0.400,1,5,0.20,0,0,,0,3,3,11,3,0,2,3,11,10.9,7,197.5,38.25,35.10
1406,Rasual Butler,35-207,G-F,12/16/2014,WAS,,MIN,W,0,28,9,15,0.600,5,10,0.500,4,5,0.80,1,2,0.50,1,4,5,2,1,1,0,1,23,20.3,-12.5,203.5,38.25,36.00
6184,Marcin Gortat,30-309,C-F,12/23/2014,WAS,,CHI,L,1,38,5,15,0.333,5,15,0.333,0,0,,4,4,1.00,4,7,11,1,1,3,1,2,14,12.4,-2.5,197.5,38.25,35.70
842,DeMarre Carroll,28-197,F,2/9/2015,ATL,@,MIN,W,1,34,9,13,0.692,7,10,0.700,2,3,0.67,6,6,1.00,1,3,4,0,3,0,0,2,26,24.3,-6.5,206.5,38.00,36.80
3124,Al Horford,28-236,C,1/25/2015,ATL,,MIN,W,1,31,8,9,0.889,8,9,0.889,0,0,,3,3,1.00,1,5,6,4,1,2,1,2,19,21.5,-17.5,201,38.00,37.20
4288,Paul Millsap,29-308,F,12/15/2014,ATL,,CHI,W,1,36,6,16,0.375,5,14,0.357,1,2,0.50,4,6,0.67,2,6,8,2,4,0,1,2,17,14.2,-2.5,196,38.00,36.60
5029,Jonas Jerebko,27-362,F,2/27/2015,BOS,,CHO,W,0,24,6,9,0.667,3,5,0.600,3,4,0.75,1,2,0.50,5,5,10,3,0,1,0,2,16,18.7,-1.5,195,38.00,34.50
6549,Jared Sullinger,22-290,F,12/19/2014,BOS,,MIN,W,1,29,7,9,0.778,7,8,0.875,0,1,0.00,0,0,,3,7,10,3,1,2,1,1,14,17.8,-6,212,38.00,35.50
7184,Brandon Bass,29-267,F,1/22/2015,BOS,@,POR,W,1,31,5,10,0.500,5,10,0.500,0,0,,3,4,0.75,4,6,10,5,1,1,1,2,13,15.6,7,203.5,38.00,35.50
2305,Joe Johnson,33-283,G,4/8/2015,BRK,,ATL,L,1,37,9,15,0.600,6,6,1.000,3,9,0.33,0,0,,0,8,8,3,1,0,2,2,21,16.8,-4.5,204,38.00,35.10
5977,Jimmy Butler,25-052,F,11/5/2014,CHI,@,MIL,W,1,41,5,8,0.625,5,8,0.625,0,0,,4,4,1.00,1,5,6,7,4,0,4,3,14,16.3,-5,193,38.00,35.70
9622,Joakim Noah,30-002,C,2/27/2015,CHI,,MIN,W,1,38,5,8,0.625,5,8,0.625,0,0,,1,2,0.50,4,8,12,8,0,0,3,3,11,13.6,-5,193.5,38.00,34.40
2234,Gerald Henderson,27-084,G,3/3/2015,CHO,,LAL,W,1,38,8,15,0.533,6,12,0.500,2,3,0.67,3,4,0.75,0,2,2,5,3,0,0,2,21,19.6,-8.5,196,38.00,36.90
3346,Kemba Walker,24-181,G,11/5/2014,CHO,,MIA,W,1,34,5,6,0.833,3,4,0.750,2,2,1.00,6,6,1.00,0,4,4,7,2,0,1,4,18,21.3,-1,190,38.00,36.30
3484,Michael Kidd-Gilchrist,21-152,F,2/25/2015,CHO,@,CHI,W,1,42,7,12,0.583,7,12,0.583,0,0,,4,6,0.67,4,8,12,1,1,0,0,1,18,18.1,7,187.5,38.00,35.90
1595,J.R. Smith,29-194,G,3/22/2015,CLE,@,MIL,W,1,37,8,11,0.727,1,2,0.500,7,9,0.78,0,0,,1,3,4,1,3,0,2,3,23,20.6,-7.5,196,38.00,33.30
6212,Tristan Thompson,23-295,F,1/2/2015,CLE,@,CHO,W,1,43,5,10,0.500,5,10,0.500,0,0,,4,6,0.67,6,8,14,0,0,3,2,3,14,13.7,-1.5,192.5,38.00,34.80
2893,Wilson Chandler,27-197,F,11/23/2014,DEN,@,LAL,W,1,41,6,15,0.400,1,4,0.250,5,11,0.46,2,3,0.67,0,8,8,2,1,1,1,5,19,13,-1.5,221,38.00,34.60
3578,Wilson Chandler,27-261,F,1/26/2015,DEN,@,LAC,L,1,35,7,18,0.389,4,10,0.400,3,8,0.38,1,2,0.50,3,7,10,2,1,0,1,3,18,12.2,14,214.5,38.00,34.00
4970,Ty Lawson,27-057,G,12/30/2014,DEN,,LAL,L,1,34,5,11,0.455,4,7,0.571,1,4,0.25,5,9,0.56,2,2,4,9,2,0,2,1,16,16.6,-5.5,214.5,38.00,36.30
1947,Reggie Jackson,24-352,G,4/3/2015,DET,@,CHI,L,1,35,9,15,0.600,9,13,0.692,0,2,0.00,4,4,1.00,0,2,2,9,2,0,8,3,22,14.8,9.5,196.5,38.00,33.90
2691,Spencer Dinwiddie,21-328,G,2/28/2015,DET,@,WAS,L,0,25,8,14,0.571,7,10,0.700,1,4,0.25,3,3,1.00,1,3,4,8,1,0,3,4,20,17,4.5,194.5,38.00,35.80
3146,Kentavious Caldwell-Pope,22-009,G,2/27/2015,DET,,NYK,L,1,42,7,18,0.389,4,7,0.571,3,11,0.27,2,2,1.00,2,4,6,3,1,2,1,0,19,15.3,-13,192.5,38.00,35.70
1031,Klay Thompson,24-278,G,11/13/2014,GSW,,BRK,W,1,36,8,22,0.364,4,13,0.308,4,9,0.44,5,6,0.83,2,2,4,2,2,0,2,0,25,15.8,-10,211,38.00,34.80
2923,Stephen Curry,26-267,G,12/6/2014,GSW,@,CHI,W,1,36,5,14,0.357,4,9,0.444,1,5,0.20,8,9,0.89,1,5,6,7,1,0,3,2,19,15.1,-2.5,204,38.00,35.70
6099,Draymond Green,24-275,F,12/4/2014,GSW,,NOP,W,1,32,6,13,0.462,4,8,0.500,2,5,0.40,0,0,,5,9,14,2,0,1,2,3,14,12.4,-9.5,206.5,38.00,33.80
615,C.J. Miles,27-345,G,3/29/2015,IND,,DAL,W,1,28,9,12,0.750,4,6,0.667,5,6,0.83,5,6,0.83,0,4,4,1,1,0,2,2,28,22.9,-2,197,38.00,34.30
1086,C.J. Miles,27-361,G,4/14/2015,IND,,WAS,W,1,42,9,22,0.409,5,9,0.556,4,13,0.31,3,4,0.75,0,8,8,0,0,1,2,2,25,13.1,-8,192,38.00,34.60
5579,Luis Scola,34-284,F,2/8/2015,IND,@,CHO,W,0,26,6,11,0.545,6,11,0.545,0,0,,3,4,0.75,2,12,14,3,0,0,1,2,15,14.6,-2,184.5,38.00,35.30
725,J.J. Redick,30-287,G,4/7/2015,LAC,,LAL,W,1,30,9,14,0.643,5,8,0.625,4,6,0.67,5,6,0.83,0,0,0,2,2,1,0,1,27,24.1,-17,207,38.00,36.00
1372,Chris Paul,29-204,G,11/26/2014,LAC,@,DET,W,1,36,9,12,0.750,6,8,0.750,3,4,0.75,2,2,1.00,1,1,2,7,1,0,3,3,23,20.9,-8.5,198,38.00,34.90
15040,DeAndre Jordan,26-110,C,11/8/2014,LAC,,POR,W,1,40,3,4,0.750,3,4,0.750,0,0,,0,2,0.00,6,8,14,2,5,1,1,2,6,15.5,-4.5,204.5,38.00,36.80
504,Kobe Bryant,36-070,G,11/1/2014,LAL,@,GSW,L,1,36,12,28,0.429,11,22,0.500,1,6,0.17,3,6,0.50,1,5,6,1,2,0,7,3,28,8.7,14,210.5,38.00,33.70
7369,Ed Davis,25-203,F,12/25/2014,LAL,@,CHI,L,1,33,5,10,0.500,5,10,0.500,0,0,,3,6,0.50,7,7,14,0,0,3,0,3,13,14.7,11.5,208,38.00,35.80
1470,Marc Gasol,30-006,C,2/4/2015,MEM,@,UTA,W,1,33,9,18,0.500,9,18,0.500,0,0,,5,5,1.00,1,5,6,4,0,1,1,2,23,17.9,-6.5,187,38.00,37.20
5862,Marc Gasol,30-069,C,4/8/2015,MEM,,NOP,W,1,29,6,12,0.500,6,12,0.500,0,0,,3,4,0.75,1,7,8,6,0,2,0,1,15,16.6,-4.5,184.5,38.00,37.60
2178,Chris Bosh,30-252,F-C,12/1/2014,MIA,@,WAS,L,1,33,9,14,0.643,8,11,0.727,1,3,0.33,2,5,0.40,0,8,8,3,0,2,4,1,21,15.1,4.5,190.5,38.00,35.10
2321,Goran Dragic,28-333,G,4/4/2015,MIA,@,DET,L,1,36,7,12,0.583,5,8,0.625,2,4,0.50,5,6,0.83,1,1,2,7,1,1,2,2,21,19.8,-4.5,190,38.00,35.90
4360,Hassan Whiteside,25-262,C,3/2/2015,MIA,,PHO,W,1,26,8,12,0.667,8,12,0.667,0,0,,1,3,0.33,6,4,10,0,2,2,2,1,17,17.4,-1.5,206,38.00,35.00
8669,Hassan Whiteside,25-278,C,3/18/2015,MIA,,POR,W,1,33,6,11,0.545,6,11,0.545,0,0,,0,1,0.00,5,5,10,0,0,6,0,0,12,15.5,2.5,202,38.00,36.00
2035,Khris Middleton,23-113,F,12/3/2014,MIL,,DAL,L,0,30,8,13,0.615,7,12,0.583,1,1,1.00,4,6,0.67,3,5,8,0,3,1,3,2,21,17.8,4,206,38.00,35.60
2335,Michael Carter-Williams,23-173,G,4/1/2015,MIL,,CHI,W,1,33,9,19,0.474,9,18,0.500,0,1,0.00,3,4,0.75,4,6,10,2,1,0,4,4,21,12.3,5,191.5,38.00,34.00
5596,Khris Middleton,23-183,F,2/11/2015,MIL,,SAC,W,1,30,4,11,0.364,3,9,0.333,1,2,0.50,6,6,1.00,3,7,10,3,2,0,0,1,15,16.8,-10,198.5,38.00,35.50
9212,Zaza Pachulia,30-331,C,1/7/2015,MIL,@,PHI,W,1,32,5,10,0.500,5,10,0.500,0,0,,1,1,1.00,3,9,12,7,1,0,4,5,11,10.7,-7,195.5,38.00,33.90
8729,Justin Hamilton,25-010,C,4/11/2015,MIN,@,GSW,L,1,31,3,7,0.429,2,5,0.400,1,2,0.50,5,6,0.83,4,6,10,3,1,3,2,3,12,14.5,20,214.5,38.00,34.50
1154,Jrue Holiday,24-155,G,11/14/2014,NOP,,MIN,W,1,28,9,10,0.900,7,8,0.875,2,2,1.00,4,4,1.00,0,0,0,9,0,0,1,1,24,25.5,-8,206,38.00,36.50
2911,Jose Calderon,33-065,G,12/2/2014,NYK,,BRK,L,1,32,7,9,0.778,2,3,0.667,5,6,0.83,0,0,,1,1,2,7,2,0,1,1,19,22,1,193.5,38.00,34.90
2711,Dion Waiters,23-084,G,3/4/2015,OKC,,PHI,W,0,39,9,15,0.600,8,12,0.667,1,3,0.33,1,3,0.33,1,9,10,3,0,0,2,2,20,15,-15,203,38.00,34.50
4874,Serge Ibaka,25-137,F,2/2/2015,OKC,,ORL,W,1,37,6,12,0.500,4,7,0.571,2,5,0.40,2,2,1.00,1,7,8,1,2,3,1,3,16,15.4,-10.5,207,38.00,36.10
5242,Steven Adams,21-247,C,3/24/2015,OKC,,LAL,W,1,30,5,6,0.833,5,6,0.833,0,0,,6,6,1.00,3,7,10,3,2,0,1,5,16,19.1,-9.5,214.5,38.00,35.50
16041,Steven Adams,21-185,C,1/21/2015,OKC,@,WAS,W,1,39,3,7,0.429,3,7,0.429,0,0,,0,1,0.00,4,16,20,2,0,2,0,5,6,10.3,1,207.5,38.00,37.00
1916,Victor Oladipo,22-320,G,3/20/2015,ORL,,POR,W,1,36,7,23,0.304,5,20,0.250,2,3,0.67,6,6,1.00,4,4,8,4,0,0,2,3,22,12.3,8.5,200,38.00,35.60
3687,Nikola Vucevic,24-060,C,12/23/2014,ORL,,BOS,W,1,33,8,12,0.667,8,12,0.667,0,0,,2,2,1.00,2,10,12,2,0,1,3,3,18,15.1,-2,198,38.00,34.40
10899,Elfrid Payton,21-012,G,3/6/2015,ORL,,SAC,W,1,42,5,10,0.500,5,9,0.556,0,1,0.00,0,1,0.00,0,4,4,12,1,1,1,1,10,14.5,3,201,38.00,35.80
3250,Markieff Morris,25-218,F,4/8/2015,PHO,@,DAL,L,1,39,7,16,0.438,7,13,0.538,0,3,0.00,5,5,1.00,1,5,6,7,1,0,2,5,19,14.7,8.5,205.5,38.00,36.70
3731,Eric Bledsoe,25-078,G,2/25/2015,PHO,@,DEN,W,1,36,7,15,0.467,6,12,0.500,1,3,0.33,3,3,1.00,2,4,6,6,2,1,6,2,18,13,-6,214,38.00,34.20
5264,Eric Bledsoe,24-324,G,10/29/2014,PHO,,LAL,W,1,26,5,7,0.714,2,3,0.667,3,4,0.75,3,3,1.00,1,5,6,9,0,0,1,2,16,19.8,-12,208,38.00,35.70
1982,LaMarcus Aldridge,29-112,F,11/8/2014,POR,@,LAC,L,1,39,7,22,0.318,6,20,0.300,1,2,0.50,6,6,1.00,2,8,10,2,0,0,1,4,21,11,4.5,204.5,38.00,35.00
5697,DeMarcus Cousins,24-181,C,2/10/2015,SAC,@,CHI,L,1,35,5,15,0.333,5,15,0.333,0,0,,5,10,0.50,1,7,8,8,0,1,2,4,15,10,11,196.5,38.00,36.60
2275,Tony Parker,32-304,G,3/17/2015,SAS,@,NYK,L,1,38,9,20,0.450,9,18,0.500,0,2,0.00,3,4,0.75,1,5,6,6,1,0,3,2,21,13.8,-14.5,194.5,38.00,36.20
3671,Tim Duncan,38-217,F-C,11/28/2014,SAS,,SAC,W,1,32,7,12,0.583,7,12,0.583,0,0,,4,6,0.67,1,7,8,3,1,2,1,3,18,16.7,-10.5,194.5,38.00,37.10
4700,Cory Joseph,23-114,G,12/12/2014,SAS,,LAL,L,0,35,7,14,0.500,6,13,0.462,1,1,1.00,1,3,0.33,1,3,4,5,4,1,2,2,16,15.2,-12.5,207,38.00,36.30
6546,Kawhi Leonard,23-241,F,2/25/2015,SAS,@,POR,L,1,35,5,13,0.385,4,9,0.444,1,4,0.25,3,3,1.00,2,6,8,3,4,1,2,1,14,14.5,2.5,195,38.00,36.10
7254,Manu Ginobili,37-191,G,2/4/2015,SAS,,ORL,W,0,29,5,9,0.556,2,4,0.500,3,5,0.60,0,2,0.00,0,6,6,10,0,0,1,2,13,14.9,-13.5,201,38.00,34.20
1823,Kyle Lowry,28-335,G,2/23/2015,TOR,@,NOP,L,1,34,8,19,0.421,7,13,0.538,1,6,0.17,5,6,0.83,1,1,2,5,3,0,1,3,22,16.8,-7.5,195,38.00,36.90
5471,James Johnson,27-324,F,1/10/2015,TOR,,BOS,W,1,36,7,12,0.583,7,12,0.583,0,0,,1,2,0.50,3,7,10,4,0,2,2,3,15,14.2,-11.5,209,38.00,35.00
1737,Gordon Hayward,24-281,F,12/29/2014,UTA,@,LAC,L,1,36,8,20,0.400,4,13,0.308,4,7,0.57,2,3,0.67,0,4,4,7,0,0,3,1,22,13.5,12,202.5,38.00,34.30
2781,Rodney Hood,22-170,G-F,4/8/2015,UTA,,SAC,W,1,33,7,14,0.500,4,7,0.571,3,7,0.43,3,3,1.00,0,8,8,4,0,1,3,3,20,14.7,-12,190,38.00,34.60
7577,Trevor Booker,27-139,F,4/13/2015,UTA,,DAL,W,1,30,5,10,0.500,4,7,0.571,1,3,0.33,2,4,0.50,3,9,12,2,0,3,2,3,13,12.3,-7,187,38.00,34.40
12158,Rudy Gobert,22-265,F-C,3/18/2015,UTA,,WAS,L,1,37,3,5,0.600,3,5,0.600,0,0,,3,8,0.38,5,9,14,4,1,2,1,1,9,14.7,-3,180.5,38.00,36.80
2159,John Wall,24-158,G,2/11/2015,WAS,@,TOR,L,1,36,7,15,0.467,6,9,0.667,1,6,0.17,6,8,0.75,1,3,4,8,1,0,5,2,21,14.9,5,196,38.00,34.80
5150,John Wall,24-220,G,4/14/2015,WAS,@,IND,L,1,44,7,23,0.304,7,18,0.389,0,5,0.00,2,3,0.67,0,2,2,11,2,0,5,2,16,6.8,8,192,38.00,33.90
15245,Kris Humphries,29-300,F,12/3/2014,WAS,,LAL,W,1,30,3,7,0.429,3,7,0.429,0,0,,0,0,,4,16,20,1,2,1,1,3,6,11.1,-8.5,208,38.00,36.50
1767,Al Horford,28-227,C,1/16/2015,ATL,@,TOR,W,1,28,8,8,1.000,8,8,1.000,0,0,,6,7,0.86,0,5,5,5,0,1,0,0,22,24.9,-2,206,37.75,37.50
2241,Isaiah Thomas,26-025,G,3/4/2015,BOS,,UTA,W,0,26,6,12,0.500,4,7,0.571,2,5,0.40,7,8,0.88,2,1,3,7,1,0,1,3,21,20,-1,193,37.75,36.10
5083,Marcus Smart,21-002,G,3/8/2015,BOS,@,ORL,L,1,39,6,16,0.375,2,7,0.286,4,9,0.44,0,0,,2,3,5,2,5,1,3,2,16,12.8,-2.5,197.5,37.75,34.00
6541,Jared Sullinger,22-253,F,11/12/2014,BOS,,OKC,L,1,34,7,13,0.538,7,10,0.700,0,3,0.00,0,0,,3,8,11,6,0,0,1,2,14,14.6,-7.5,197,37.75,35.20
1293,Thaddeus Young,26-272,F,3/20/2015,BRK,,MIL,W,1,53,8,20,0.400,5,15,0.333,3,5,0.60,5,7,0.71,1,4,5,3,1,0,1,1,24,16,-2,193,37.75,35.50
1910,Joe Johnson,33-260,G,3/16/2015,BRK,@,MIN,W,1,25,10,14,0.714,8,9,0.889,2,5,0.40,0,0,,1,4,5,3,2,0,0,1,22,21.8,-4.5,197.5,37.75,36.50
5397,Deron Williams,30-173,G,12/16/2014,BRK,,MIA,L,1,39,4,12,0.333,3,7,0.429,1,5,0.20,6,7,0.86,0,1,1,11,2,0,2,1,15,15.4,-6,187,37.75,34.70
2551,Jimmy Butler,25-127,F,1/19/2015,CHI,@,CLE,L,1,40,6,16,0.375,5,13,0.385,1,3,0.33,7,9,0.78,1,6,7,3,1,1,0,1,20,16.3,4.5,206.5,37.75,36.90
6870,Joakim Noah,29-256,C,11/8/2014,CHI,,BOS,L,1,31,6,13,0.462,6,13,0.462,0,0,,1,2,0.50,5,6,11,6,1,0,3,2,13,12.6,-9.5,194,37.75,34.20
10050,Joakim Noah,29-268,C,11/20/2014,CHI,@,SAC,L,1,37,5,13,0.385,5,13,0.385,0,0,,0,0,,5,6,11,6,1,1,1,5,10,11.1,3,195.5,37.75,35.20
657,Kemba Walker,24-229,G,12/23/2014,CHO,@,MIL,W,1,36,9,18,0.500,8,14,0.571,1,4,0.25,8,10,0.80,0,1,1,4,2,0,2,4,27,18.7,5.5,197,37.75,36.20
3912,Al Jefferson,30-077,C,3/22/2015,CHO,@,MIN,W,1,33,9,20,0.450,9,20,0.450,0,0,,0,0,,4,7,11,1,2,0,2,1,18,12.8,-5.5,198.5,37.75,34.70
5639,Kemba Walker,24-200,G,11/24/2014,CHO,,LAC,L,1,41,4,11,0.364,4,7,0.571,0,4,0.00,7,8,0.88,0,5,5,6,3,1,1,1,15,16.5,4,199,37.75,37.00
7044,Michael Kidd-Gilchrist,21-085,F,12/20/2014,CHO,,UTA,W,1,33,4,8,0.500,4,8,0.500,0,0,,5,8,0.63,3,8,11,2,1,3,3,2,13,13,-3.5,194.5,37.75,34.20
695,Kevin Love,26-117,F,1/2/2015,CLE,@,CHO,W,1,38,9,15,0.600,6,11,0.545,3,4,0.75,6,10,0.60,0,5,5,1,0,1,1,3,27,19.2,-1.5,192.5,37.75,35.50
2109,Kyrie Irving,22-294,G,1/11/2015,CLE,@,SAC,L,1,36,7,18,0.389,3,11,0.273,4,7,0.57,3,4,0.75,0,3,3,7,0,1,3,3,21,13.1,3.5,205.5,37.75,34.10
6481,Tristan Thompson,23-273,F,12/11/2014,CLE,@,OKC,L,0,30,4,8,0.500,4,8,0.500,0,0,,6,8,0.75,7,6,13,1,0,3,3,4,14,14.1,7.5,202,37.75,34.10
281,Arron Afflalo,29-060,G,12/14/2014,DEN,,SAS,L,1,40,12,20,0.600,8,14,0.571,4,6,0.67,3,3,1.00,1,4,5,1,0,0,6,4,31,16.8,5,203,37.75,32.50
8123,Kenneth Faried,25-051,F,1/9/2015,DEN,@,SAC,W,1,36,5,8,0.625,5,8,0.625,0,0,,2,5,0.40,3,10,13,3,1,1,1,5,12,13.1,5,213,37.75,35.10
3386,Brandon Jennings,25-055,G,11/17/2014,DET,,ORL,L,1,32,6,13,0.462,1,6,0.167,5,7,0.71,1,2,0.50,0,3,3,6,3,0,3,1,18,15.6,-4.5,193,37.75,33.60
6192,Stephen Curry,26-286,G,12/25/2014,GSW,@,LAC,L,1,36,5,12,0.417,4,7,0.571,1,5,0.20,3,4,0.75,2,7,9,7,2,0,5,3,14,11.4,2,218.5,37.75,34.30
8041,Harrison Barnes,22-209,F,12/25/2014,GSW,@,LAC,L,1,38,5,13,0.385,5,9,0.556,0,4,0.00,2,5,0.40,1,12,13,3,2,0,1,4,12,9.5,2,218.5,37.75,35.10
1328,George Hill,28-326,G,3/26/2015,IND,@,MIL,L,1,34,7,12,0.583,1,2,0.500,6,10,0.60,4,5,0.80,1,2,3,5,1,0,5,4,24,17.2,1.5,186.5,37.75,32.10
4359,George Hill,28-301,G,3/1/2015,IND,,PHI,W,1,32,8,16,0.500,7,11,0.636,1,5,0.20,0,2,0.00,1,8,9,4,2,0,2,1,17,13.7,-11,192.5,37.75,35.80
6053,Luis Scola,34-208,F,11/24/2014,IND,@,DAL,W,1,34,4,11,0.364,3,8,0.375,1,3,0.33,5,6,0.83,2,9,11,2,2,1,2,4,14,12.1,14,197.5,37.75,34.20
2132,Chris Paul,29-267,G,1/28/2015,LAC,@,UTA,W,1,35,8,16,0.500,7,10,0.700,1,6,0.17,4,5,0.80,1,4,5,6,1,0,2,2,21,16.9,-6.5,199,37.75,36.00
8458,DeAndre Jordan,26-193,C,1/30/2015,LAC,@,NOP,L,1,34,6,7,0.857,6,7,0.857,0,0,,0,2,0.00,7,8,15,0,0,3,1,0,12,17.1,-7.5,199.5,37.75,35.00
6850,Ed Davis,25-146,F,10/29/2014,LAL,@,PHO,L,0,33,6,10,0.600,6,10,0.600,0,0,,2,5,0.40,6,3,9,3,2,2,0,5,14,16.8,12,208,37.75,37.30
8825,Wesley Johnson,27-262,F,3/30/2015,LAL,@,PHI,W,1,44,5,16,0.313,5,13,0.385,0,3,0.00,2,4,0.50,1,10,11,2,2,3,5,3,12,5,5,192,37.75,33.20
11065,Tarik Black,23-141,F,4/12/2015,LAL,,DAL,L,1,33,3,5,0.600,3,5,0.600,0,0,,4,6,0.67,3,16,19,0,1,1,3,3,10,11.3,5,203,37.75,33.80
1613,Courtney Lee,29-033,G,11/5/2014,MEM,@,PHO,W,1,39,9,14,0.643,5,9,0.556,4,5,0.80,0,0,,0,3,3,3,2,1,1,2,22,19.7,1.5,192.5,37.75,35.10
2460,Zach Randolph,33-149,F,12/12/2014,MEM,,CHO,W,1,43,7,12,0.583,7,12,0.583,0,0,,6,9,0.67,1,10,11,1,0,1,2,4,20,14.7,-10,190,37.75,34.70
2998,Mike Conley,27-090,G,1/9/2015,MEM,@,NOP,L,1,33,7,18,0.389,5,12,0.417,2,6,0.33,3,3,1.00,1,4,5,7,1,0,2,2,19,14.2,1,198.5,37.75,35.50
4997,Zach Randolph,33-210,F,2/11/2015,MEM,@,OKC,L,1,30,5,15,0.333,5,15,0.333,0,0,,6,6,1.00,6,5,11,4,1,0,3,3,16,12.8,4.5,200.5,37.75,34.20
9411,Zach Randolph,33-207,F,2/8/2015,MEM,,ATL,W,1,33,5,16,0.313,5,16,0.313,0,0,,1,2,0.50,5,10,15,2,2,0,1,2,11,9.5,-2.5,197,37.75,35.00
1950,Goran Dragic,28-323,G,3/25/2015,MIA,@,BOS,W,1,37,8,16,0.500,6,13,0.462,2,3,0.67,4,6,0.67,1,4,5,7,0,0,4,2,22,15.2,8.5,198.5,37.75,34.50
3008,Mario Chalmers,28-239,G,1/13/2015,MIA,@,LAL,W,1,34,7,16,0.438,7,13,0.538,0,3,0.00,5,7,0.71,0,3,3,8,2,0,2,3,19,15.1,-2.5,197.5,37.75,36.60
